"Date","Particulars","Party GSTIN/UIN","Vch Type","Vch No.","Taxable Amount","IGST","CGST","SGST/UTGST","Cess","Tax Amount","CostCentre","Sales Invoice Date","Sales Invoice No.","Sales Party","Supplier Invoice No.","Supplier Invoice Date","Invoice Match Key","Sales Status"
"2026-06-26","NEILSHIV LOGISTICS LLP","27AAXFN0010E1ZI","Purchase","503/26-27",17700.00,0.00,0.00,0.00,0.00,0.00,"IC 0428/26","2026-06-26","S/25/A/26-27","LARSEN AND TOUBRO LIMITED- HAZIRA (LT ENERGY HYDROCARBON)","155/26-27","2026-06-26","1552627","SALES BILL FOUND"
"2026-06-26","NEILSHIV LOGISTICS LLP","27AAXFN0010E1ZI","Purchase","504/26-27",43365.00,0.00,0.00,0.00,0.00,0.00,"IC 0474/26","2026-06-26","S/26/A/26-27","LARSEN AND TOUBRO LIMITED- HAZIRA (LT ENERGY HYDROCARBON)","156/-26-27","2026-06-26","1562627","SALES BILL FOUND"
"2026-06-26","NEILSHIV LOGISTICS LLP","27AAXFN0010E1ZI","Purchase","505/26-27",43365.00,0.00,0.00,0.00,0.00,0.00,"IC 0474/26","2026-06-26","S/26/A/26-27","LARSEN AND TOUBRO LIMITED- HAZIRA (LT ENERGY HYDROCARBON)","157/26-27","2026-06-26","1572627","SALES BILL FOUND"
"2026-06-26","NEILSHIV LOGISTICS LLP","27AAXFN0010E1ZI","Purchase","506/26-27",17700.00,0.00,0.00,0.00,0.00,0.00,"IC 0474/26","2026-06-26","S/26/A/26-27","LARSEN AND TOUBRO LIMITED- HAZIRA (LT ENERGY HYDROCARBON)","158/26-27","2026-06-26","1582627","SALES BILL FOUND"
"2026-06-26","NEILSHIV LOGISTICS LLP","27AAXFN0010E1ZI","Purchase","507/26-27",43365.00,0.00,0.00,0.00,0.00,0.00,"IC 0474/26","2026-06-26","S/26/A/26-27","LARSEN AND TOUBRO LIMITED- HAZIRA (LT ENERGY HYDROCARBON)","159/26-27","2026-06-26","1592627","SALES BILL FOUND"
"2026-06-26","NEILSHIV LOGISTICS LLP","27AAXFN0010E1ZI","Purchase","508/26-27",17700.00,0.00,0.00,0.00,0.00,0.00,"IC 0474/26","2026-06-26","S/26/A/26-27","LARSEN AND TOUBRO LIMITED- HAZIRA (LT ENERGY HYDROCARBON)","160/26-27","2026-06-26","1602627","SALES BILL FOUND"
"2026-06-26","NEILSHIV LOGISTICS LLP","27AAXFN0010E1ZI","Purchase","509/26-27",17700.00,0.00,0.00,0.00,0.00,0.00,"IC 0474/26","2026-06-26","S/26/A/26-27","LARSEN AND TOUBRO LIMITED- HAZIRA (LT ENERGY HYDROCARBON)","161/26-27","2026-06-26","1612627","SALES BILL FOUND"
"2026-06-27","AIR INDIA AIR TRANSPORT SERVICES LIMITED","27AAECA6186G1ZJ","Purchase","580/26-27",250.00,0.00,22.50,22.50,0.00,45.00,"AI 0229/26",,,,"BOMIB2627035721","2026-06-27","BOMIB2627035721","SALES BILL PENDING"
"2026-06-27","AIR INDIA AIR TRANSPORT SERVICES LIMITED","27AAECA6186G1ZJ","Purchase","581/26-27",250.00,0.00,22.50,22.50,0.00,45.00,"AI 0214/26",,,,"BOMIB2627035725","2026-06-27","BOMIB2627035725","SALES BILL PENDING"
"2026-06-27","AIR INDIA AIR TRANSPORT SERVICES LIMITED","27AAECA6186G1ZJ","Purchase","582/26-27",2192.00,0.00,197.28,197.28,0.00,394.56,"AI 0204/26",,,,"BOMIB2627035770","2026-06-27","BOMIB2627035770","SALES BILL PENDING"
"2026-06-27","ECM LOGISTICS PVT LTD - CR","27AABCA0098C1Z3","Purchase","420/26-27",16095.00,0.00,1448.55,1448.55,0.00,2897.10,"EX 0075/26",,,,"GEN/025/A/26-27","2026-06-27","GEN025A2627","SALES BILL PENDING"
"2026-06-27","MUMBAI PORT TRUST - GATE PASS","27AAATM5001D1Z6","Purchase","601/26-27",13.00,0.00,1.17,1.17,0.00,2.34,,,,,"2627ACO000065717","2026-06-27","2627ACO000065717","COST CENTRE NOT ALLOCATED"
"2026-06-27","NEILSHIV LOGISTICS LLP","27AAXFN0010E1ZI","Purchase","510/26-27",6490.00,0.00,0.00,0.00,0.00,0.00,"AI 0191/26","2026-06-27","1166/26-27","MODI CHEMPLAST MATERIALS PVT LTD.","162/26-27","2026-06-27","1622627","SALES BILL FOUND"
"2026-06-27","NEILSHIV LOGISTICS LLP","27AAXFN0010E1ZI","Purchase","511/26-27",2596.00,0.00,0.00,0.00,0.00,0.00,"AI 0192/26","2026-06-29","1170/26-27","QUENT CHEM","163/26-27","2026-06-27","1632627","SALES BILL FOUND"
"2026-06-27","NEILSHIV LOGISTICS LLP","27AAXFN0010E1ZI","Purchase","512/26-27",2596.00,0.00,0.00,0.00,0.00,0.00,"AI 0197/26","2026-06-29","1171/26-27","PARAS CHEMCARE","164/26-27","2026-06-27","1642627","SALES BILL FOUND"
"2026-06-27","NEILSHIV LOGISTICS LLP","27AAXFN0010E1ZI","Purchase","513/26-27",2596.00,0.00,0.00,0.00,0.00,0.00,"AI 0198/26","2026-06-29","1172/26-27","PARAS CHEMCARE","165/26-27","2026-06-27","1652627","SALES BILL FOUND"
"2026-06-27","NEILSHIV LOGISTICS LLP","27AAXFN0010E1ZI","Purchase","514/26-27",10030.00,0.00,0.00,0.00,0.00,0.00,"AI 0189/26","2026-06-29","1181/26-27","ALLIED SAFETY EQUIPMENTS PVT LTD","166/26-27","2026-06-27","1662627","SALES BILL FOUND"
"2026-06-27","NEILSHIV LOGISTICS LLP","27AAXFN0010E1ZI","Purchase","515/26-27",2596.00,0.00,0.00,0.00,0.00,0.00,"AI 0145/26","2026-06-27","1167/26-27","MODI CHEMPLAST MATERIALS PVT LTD.","167/26-27","2026-06-27","1672627","SALES BILL FOUND"
"2026-06-28","MUMBAI PORT TRUST - GATE PASS","27AAATM5001D1Z6","Purchase","602/26-27",26.00,0.00,2.34,2.34,0.00,4.68,,,,,"2726ACO000066178","2026-06-28","2726ACO000066178","COST CENTRE NOT ALLOCATED"
"2026-06-28","Mumbai Cargo Service Center Airport Pvt Ltd","27AAKCM9201G1ZF","Purchase","574/26-27",165.00,0.00,14.85,14.85,0.00,29.70,"AE 0022/26",,,,"E262700130199","2026-06-28","E262700130199","SALES BILL PENDING"
"2026-06-28","Mumbai Cargo Service Center Airport Pvt Ltd","27AAKCM9201G1ZF","Purchase","575/26-27",612.70,0.00,55.14,55.14,0.00,110.28,"AE 0022/26",,,,"E262700130439","2026-06-28","E262700130439","SALES BILL PENDING"
"2026-06-28","Mumbai Cargo Service Center Airport Pvt Ltd","27AAKCM9201G1ZF","Purchase","576/26-27",100.00,0.00,9.00,9.00,0.00,18.00,"AE 0022/26",,,,"E262700130440","2026-06-28","E262700130440","SALES BILL PENDING"
"2026-06-29","SPEEDY MULTIMODES LTD.","27AABCS4966R1ZH","Purchase","488/26-27",14500.00,0.00,1305.00,1305.00,0.00,2610.00,"EX 0093/26",,,,"EPI001192/26-27S","2026-06-29","EPI0011922627S","SALES BILL PENDING"
"2026-06-29","SPEEDY MULTIMODES LTD.","27AABCS4966R1ZH","Purchase","489/26-27",14500.00,0.00,1305.00,1305.00,0.00,2610.00,"EX 0090/26",,,,"EPI001193/26-27S","2026-06-29","EPI0011932627S","SALES BILL PENDING"
"2026-06-30","AIR INDIA AIR TRANSPORT SERVICES LIMITED","27AAECA6186G1ZJ","Purchase","583/26-27",778.00,0.00,70.02,70.02,0.00,140.04,"AI 0239/26",,,,"BOMIB2627036802","2026-06-30","BOMIB2627036802","SALES BILL PENDING"
"2026-06-30","CHAMUNDA STATIONERY & XEROX","27AJPPA9382B1Z4","Purchase","563/26-27",2020.00,0.00,181.80,181.80,0.00,363.60,,,,,"26-27/00107","2026-06-30","262700107","COST CENTRE NOT ALLOCATED"
"2026-06-30","ECM LOGISTICS PVT LTD - CR","27AABCA0098C1Z3","Purchase","482/26-27",3500.00,0.00,315.00,315.00,0.00,630.00,"EX 0075/26",,,,"GEN/026/A/26-27","2026-06-30","GEN026A2627","SALES BILL PENDING"
"2026-06-30","K H THAKKAR","27AMKPT2185P1Z4","Purchase","585/26-27",1380.00,0.00,34.50,34.50,0.00,69.00,,,,,"26-27/A/111","2026-06-30","2627A111","COST CENTRE NOT ALLOCATED"
"2026-06-30","MICRO POINT SYSTEM","27ABEPS5627A1ZS","Purchase","483/26-27",508.48,0.00,45.76,45.76,0.00,91.52,,,,,"MP/GST/0282","2026-06-30","MPGST0282","COST CENTRE NOT ALLOCATED"
"2026-06-30","MUMBAI PORT TRUST - GATE PASS","27AAATM5001D1Z6","Purchase","603/26-27",13.00,0.00,1.17,1.17,0.00,2.34,,,,,"2627ACO000066960","2026-06-30","2627ACO000066960","COST CENTRE NOT ALLOCATED"
"2026-06-30","MUMBAI PORT TRUST - PORTEBS","27AAATM5001D1Z6","Purchase","474/26-27",39358.70,0.00,3542.28,3542.28,0.00,7084.56,"IC 0589/26",,,,"9010070055","2026-06-30","9010070055","SALES BILL PENDING"
"2026-06-30","MUMBAI PORT TRUST - PORTEBS","27AAATM5001D1Z6","Purchase","475/26-27",7036.80,0.00,633.31,633.31,0.00,1266.62,"IC 0591/26",,,,"9010070056","2026-06-30","9010070056","SALES BILL PENDING"
"2026-06-30","Mumbai Cargo Service Center Airport Pvt Ltd","27AAKCM9201G1ZF","Purchase","577/26-27",440.00,0.00,39.60,39.60,0.00,79.20,"AE 0013/26",,,,"E262700132850","2026-06-30","E262700132850","SALES BILL PENDING"
"2026-06-30","Mumbai Cargo Service Center Airport Pvt Ltd","27AAKCM9201G1ZF","Purchase","578/26-27",250.00,0.00,22.50,22.50,0.00,45.00,"AE 0013/26",,,,"E262700133163","2026-06-30","E262700133163","SALES BILL PENDING"
"2026-06-30","Mumbai Cargo Service Center Airport Pvt Ltd","27AAKCM9201G1ZF","Purchase","579/26-27",165.00,0.00,14.85,14.85,0.00,29.70,"AE 0023/26",,,,"E262700134320","2026-06-30","E262700134320","SALES BILL PENDING"
"2026-06-30","NEILSHIV LOGISTICS LLP","27AAXFN0010E1ZI","Purchase","516/26-27",57584.00,0.00,0.00,0.00,0.00,0.00,"IC 0532/26","2026-06-30","1189/26-27","ECS INDUSTRIES PVT LTD","168/26-27","2026-06-30","1682627","SALES BILL FOUND"
"2026-06-30","RYSUN LABS PRIVATE LIMITED","24AADCK2319L1ZM","Purchase","484/26-27",150000.00,27000.00,0.00,0.00,0.00,27000.00,,,,,"RL-2627-091","2026-06-30","RL2627091","COST CENTRE NOT ALLOCATED"
"2026-06-30","SHREE MARUTI INTEGRATED LOGISTICS LIMITED","27AABCM9407D2ZL","Purchase","518/26-27",13537.80,0.00,1218.40,1218.40,0.00,2436.80,,,,,"2627/271892/0208","2026-06-30","26272718920208","COST CENTRE NOT ALLOCATED"
"2026-06-30","VEGITH HR SERVICES PRIVATE LIMITED","27AAICV8889P1ZX","Purchase","517/26-27",23424.00,0.00,2108.16,2108.16,0.00,4216.32,,,,,"VHR/26-27/220","2026-06-30","VHR2627220","COST CENTRE NOT ALLOCATED"
